fen,static_cp,search_cp,bestmove,class,pieces,gap_sigmoid,gap_cp,clamped
3r2k1/3P1p1p/1q4p1/8/1B6/P4Q2/1pr2PPP/3R2K1 w - - 0 35,-251.0,-268.0,f3e3,quiet,17,0.014654,17.0,0
r4rk1/p1pqbppp/1p6/n7/3P4/2Q2NB1/P3PP1P/2R2KR1 b - - 4 16,153.0,93.0,a8e8,quiet,23,0.076245,60.0,0
1rb2rk1/p1R5/3p4/2pPb1Bp/3n2pP/P1NB4/1P4P1/1K2R3 w - - 5 23,182.0,35.0,c3e4,quiet,22,0.190129,147.0,0
bn2kb1r/5ppp/1q1Pp3/1Pp5/1pP2P2/8/1B1P2PP/3QKBNR b Kk - 0 10,-31.0,-48.0,b8d7,quiet,25,0.024147,17.0,0
1nbq3r/1p3k2/2pb1np1/rP1p1p2/3Pp1p1/1QN1P3/3BNPBP/R3K2R w KQ - 0 12,-80.0,-148.0,a1a5,capture,28,0.087841,68.0,0
rn3rk1/p7/1pp3p1/6P1/2n1N3/4B3/PPP1N3/R1K4R b - - 0 18,-213.0,-148.0,c4e3,capture,19,0.072163,65.0,0
3k4/p7/b2p1b2/7B/8/4BN2/2P5/3K4 b - - 2 32,-92.0,-219.0,a6c8,quiet,10,0.149752,127.0,0
4r1k1/p4pp1/7p/q1np4/8/1P3N2/P4PPP/b2Q2KR w - - 0 24,-215.0,-263.0,d1a1,capture,19,0.044493,48.0,0
r4bk1/1r6/3pbnpp/1B2pp2/PQ6/4P3/2qNNPPP/R1B2RK1 w - - 3 21,70.0,117.0,e2g3,quiet,25,0.062891,47.0,0
3k4/8/5r2/5B1P/5K2/8/8/8 w - - 1 59,205.0,71.0,f4g5,quiet,5,0.164183,134.0,0
2kr1b1r/1bpqn1pp/pn2pp2/1p6/3P4/P1PB1NNP/1P3PP1/R1BQK2R w Q - 1 10,46.0,-11.0,d1e2,quiet,30,0.081640,57.0,0
1B4k1/6p1/7p/PN3p2/2Pp2n1/1n1P2P1/1P2r2P/5RK1 b - - 0 24,-42.0,-116.0,b3a5,capture,18,0.100849,74.0,0
2kr1b1r/pppbn3/2n5/3p1pqp/3PpN1N/1P2P1PP/P1P5/R1BQKBR1 w Q - 4 10,174.0,60.0,c2c4,quiet,30,0.145879,114.0,0
6k1/R7/1p1P4/6b1/1N2p2p/2r5/P1P2K2/8 w - - 0 37,220.0,82.0,d6d7,quiet,12,0.164265,138.0,0
6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,265.0,279.0,c2f2,capture,14,0.011521,14.0,0
r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,-23.0,108.0,c5d4,capture,31,0.183656,131.0,0
3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,-221.0,-28.0,f2g1,quiet,20,0.240907,193.0,0
r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,-55.0,-139.0,a6c5,quiet,28,0.111509,84.0,0
r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,-107.0,-144.0,h7a7,quiet,15,0.046834,37.0,0
r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,-271.0,-290.0,h4f3,quiet,24,0.015139,19.0,0
R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,-155.0,-242.0,c1b1,quiet,12,0.091726,87.0,0
2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,-121.0,-112.0,d7e7,quiet,30,0.011598,9.0,0
2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,121.0,46.0,g8f7,quiet,20,0.101603,75.0,0
3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,83.0,101.0,d7g7,quiet,24,0.024165,18.0,0
2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,61.0,138.0,d2b2,capture,14,0.101879,77.0,0
2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,-106.0,-207.0,g7g6,quiet,15,0.119042,101.0,0
r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,-252.0,-191.0,b5a6,capture,25,0.059932,61.0,0
2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,-104.0,-65.0,a2a3,quiet,24,0.052886,39.0,0
8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,120.0,120.0,d1b3,quiet,10,0.000000,0.0,0
8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,148.0,293.0,d7e6,quiet,4,0.142805,145.0,0
3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,98.0,-44.0,g5g6,quiet,19,0.200393,142.0,0
8/7b/7P/8/5k2/8/7K/8 w - - 20 68,-246.0,-304.0,h2g1,quiet,4,0.047224,58.0,0
5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,-143.0,204.0,f8e8,quiet,11,0.458834,347.0,0
5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,-60.0,74.0,f8e7,quiet,5,0.190412,134.0,0
8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,250.0,137.0,f7e8,quiet,11,0.120779,113.0,0
8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,-98.0,-171.0,h5h4,quiet,12,0.090563,73.0,0
r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,-99.0,8.0,b5c4,capture,30,0.150249,107.0,0
3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,-147.0,-301.0,d4e6,quiet,16,0.149987,154.0,0
2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,105.0,158.0,g3h4,capture,22,0.066233,53.0,0
3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,49.0,-327.0,e1f1,quiet,19,0.437935,376.0,0
1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,401.0,485.0,f3f4,quiet,8,0.032670,84.0,0
r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,107.0,157.0,a8c8,quiet,24,0.062428,50.0,0
r2qr3/1p2n3/pbk1PQ1p/3p1p1P/P2p4/BP1B4/2P3P1/R2K1R2 b - - 4 27,-98.0,-273.0,a8c8,quiet,24,0.190591,175.0,0
3rk2r/2p1qpp1/p6n/1p1P3p/1P2N3/P2B1P1b/2P5/1RB1Q1K1 b k - 0 18,162.0,187.0,h6f5,quiet,23,0.028231,25.0,0
rnbqkb2/p1p3p1/4p2r/3p3p/7P/Pp1BP1P1/1B3P2/RN1Q1RK1 b q - 2 9,149.0,64.0,c7c6,quiet,26,0.111107,85.0,0
8/8/2p1k3/8/p1P5/3PB3/PPK5/5b2 w - - 12 42,341.0,337.0,c2c3,quiet,10,0.002508,4.0,0
3r2k1/1p4p1/2n4r/p1b4p/P1N2P2/2P3PR/1P4P1/4RK2 b - - 6 23,219.0,200.0,g8h7,quiet,19,0.019394,19.0,0
8/3b2bk/1p2p1Np/p4p1P/P2r1P2/1P3BQ1/4R2K/2q5 b - - 9 35,230.0,188.0,c1c5,quiet,19,0.042931,42.0,0
r2k1n1r/pbp3p1/1p1pB2p/5P2/3PnBPq/2P2QRN/P6P/R3K3 w Q - 5 15,225.0,12.0,e1c1,quiet,26,0.267764,213.0,0
B7/8/1k6/5p2/8/2Kp1P2/3P4/r7 w - - 5 69,-62.0,-149.0,a8d5,quiet,8,0.113893,87.0,0
2kr1b1r/pbp1qpp1/1p2pn2/6Q1/2PPp3/1PN1P1NP/PB3P2/2KR3R w - - 5 12,-46.0,-23.0,d4d5,quiet,28,0.032764,23.0,0
r2qk1nr/5p2/p2pp3/2p1n2B/4P2P/4N3/PRPP2P1/3QK2R b Kkq - 0 13,-80.0,-86.0,d8f6,quiet,23,0.008160,6.0,0
8/1r1P4/4k3/4p3/8/4K3/3R4/8 b - - 0 77,-19.0,89.0,b7d7,capture,6,0.152667,108.0,0
r1b1k2r/ppp2pbp/3p4/3P4/5p2/1PPP1q2/P2B1N2/R3K2R w KQkq - 0 18,-479.0,-859.0,h1g1,quiet,23,0.052603,380.0,0
8/1pkb1q1p/r2p1b1p/p2P1p2/PpN2Q2/3RRN2/2P3r1/2K5 b - - 1 22,326.0,411.0,d7a4,capture,22,0.046969,85.0,0
r2b1rk1/5q2/bp1p1np1/2nPp1Bp/2P1P2P/2N2P2/1R1QB1P1/R4NK1 b - - 2 24,-167.0,-260.0,a8a7,quiet,27,0.093691,93.0,0
2kr1b1r/pbqp2pp/2n1p3/2pn2N1/1pN2P2/PP1PP3/1BP1Q2P/R3KBR1 b Q - 4 12,5.0,0.0,h7h6,quiet,30,0.007195,5.0,0
7k/6pp/2nP4/2K2P2/8/8/7P/8 b - - 2 54,-46.0,-56.0,c6b8,quiet,8,0.014085,10.0,0
3r4/1p3p1k/7p/5Np1/pB6/P4Q1P/1bq2PP1/4R1K1 w - - 4 26,330.0,334.0,f5h6,capture,18,0.002585,4.0,0
8/7R/6P1/6kP/8/3p4/6K1/3r4 w - - 7 62,227.0,1054.0,g6g7,quiet,7,0.210725,827.0,0
8/8/1ppk1r2/p1b1p1RP/P1PpBr2/1R3P1K/8/8 w - - 1 31,-28.0,-80.0,g5g6,quiet,17,0.072929,52.0,0
4rr1k/1p4pp/5n2/pPB1q3/1p2pb2/1Q5P/P1R1BPP1/4K2R b - - 8 19,360.0,156.0,a5a4,quiet,23,0.177644,204.0,0
4R3/1k6/1p6/8/P7/8/3K4/8 b - - 0 48,-391.0,-600.0,b7a6,quiet,5,0.064629,209.0,0
1k1rr1b1/1ppq3p/p4bn1/5p2/3p4/P2P1NP1/1PPBPQBP/R2K1R2 w - - 6 19,-56.0,-111.0,d2e1,quiet,27,0.074620,55.0,0
Q7/2kr1p2/4p3/1B6/8/B2n3b/P7/6K1 b - - 2 30,-175.0,-662.0,h3g2,quiet,11,0.245841,487.0,0
8/6K1/8/8/8/2p1k3/8/2N5 w - - 0 53,-70.0,-85.0,c1b3,quiet,4,0.020545,15.0,0
2rqk1r1/p4p1p/1p1pnp1b/8/2P1P3/2NQ3P/PP3P1P/3RKB1R w K - 7 16,-63.0,50.0,d3f3,quiet,25,0.161147,113.0,0
2bq2k1/p5pp/1p1b4/3p4/1P1p1P2/P4P2/1N3K1P/3Q1B1R w - - 1 18,251.0,201.0,h2h4,quiet,20,0.048412,50.0,0
r1bqk2r/4ppbn/2np4/7p/2NpP1pP/p2B2N1/2PB1PP1/R2Q1RK1 w kq - 0 13,50.0,-21.0,a1a3,capture,28,0.101648,71.0,0
2r3k1/3r2p1/3np3/1p1b1pR1/p1pP1P2/P1P5/1P1N1KB1/R7 w - - 3 25,-32.0,-97.0,g2d5,capture,21,0.090155,65.0,0
2r3k1/4p3/4b1p1/4Pp2/6Pp/pP2B2P/Pr1R1PK1/R7 w - f6 0 34,300.0,147.0,g4f5,capture,19,0.149251,153.0,0
r7/1pp1k1pp/4b3/pPP1p3/P2rP2P/4K3/6P1/RN5R b - - 2 20,122.0,156.0,a8d8,quiet,20,0.041845,34.0,0
7r/1p2kp1p/2n1b1p1/1Nn5/2P3P1/2P3KP/4B3/R3R3 b - - 2 24,-115.0,-100.0,c6e5,quiet,18,0.019643,15.0,0
r7/p3q2k/bpp1p2p/n2pPp2/2P1n3/1PB1P1P1/P5BP/2RQR1K1 w - - 1 21,398.0,253.0,c3a5,capture,26,0.097156,145.0,0
2rqk3/1p3pp1/p3pn1r/3P2N1/P4P1p/2N1b2P/2Q1B1P1/B2R3K b - - 1 19,-16.0,51.0,f6d5,capture,24,0.095882,67.0,0
1r1qk2r/p4p2/4p1p1/2n5/5P2/P1n2NPp/2B2P1P/1R1Q1RK1 w k - 0 19,-35.0,-24.0,b1b8,capture,22,0.015715,11.0,0
r1bq1rk1/1p3ppp/3b1B2/p1p5/7Q/2pB1P1P/PPP2P2/R3K2R b - - 0 13,359.0,220.0,f8e8,quiet,25,0.107482,139.0,0
r7/p2np1b1/2p1k1Np/3n3P/2N1p3/7P/PP1B1P2/R3KB2 b Q - 0 18,-177.0,-264.0,d7b6,quiet,21,0.085738,87.0,0
2bqk3/1p3r1p/4r1p1/p3Bp2/P1Np4/1Q4P1/1PP3P1/5RK1 w - - 5 19,-58.0,-70.0,f1f4,quiet,21,0.016695,12.0,0
1r1q1r1k/2p3pp/4n3/p1p1pN1P/P3bpQ1/2P5/1P3PP1/R3KB1R w K - 0 18,80.0,-44.0,f5h4,quiet,25,0.176122,124.0,0
2k5/2p5/1p1r1p2/2r5/1R1p3p/3P3P/5PB1/R4K2 w - - 6 36,38.0,83.0,a1a8,quiet,15,0.062756,45.0,0
r4rk1/3qnppp/1R2p3/2p1P3/2nP1N2/2P3P1/7P/2BQR1K1 w - - 1 20,75.0,-17.0,d4c5,capture,22,0.130733,92.0,0
2r1r1k1/1p3pp1/p6p/8/P1pR4/5PB1/n5PP/1R5K w - - 3 24,-81.0,-183.0,b1b7,capture,18,0.126932,102.0,0
1B6/5rpk/7p/8/2b4P/6P1/8/R5K1 w - - 29 57,-148.0,-9.0,b8d6,quiet,10,0.188028,139.0,0
3r4/p7/1p6/3p3k/4nP2/8/PP4K1/3R4 w - - 0 33,-315.0,-266.0,g2f3,quiet,11,0.037574,49.0,0
1k6/1p3N2/p1n5/4P3/5P1p/7P/r5r1/2R2R1K w - - 0 29,100.0,-160.0,f1e1,quiet,14,0.355318,260.0,0
4r3/1b3pk1/1p4p1/1P2qP2/2rNp3/4R2P/5QP1/3R2K1 w - - 3 39,27.0,32.0,f5g6,capture,18,0.007144,5.0,0
2kr2br/pp5p/1qn5/3np1N1/3p2P1/P4N1P/P1PBQP2/2KR1B1R w - - 1 14,302.0,376.0,f3e5,capture,26,0.046519,74.0,0
r2qk2r/pp3pp1/5n2/5b1p/1bPp4/3PPNPP/PB1NQ3/R3K2R b KQkq - 0 12,151.0,90.0,d4e3,capture,26,0.077886,61.0,0
r1k4r/1pn2ppp/4p3/p1bpPPB1/P7/1qPB2PP/4Q3/R3K2R w KQ - 0 17,-51.0,-70.0,e2d2,quiet,25,0.026525,19.0,0
1r2qr1k/3pb1pp/R1b1p3/3n1p2/1P1P4/N1P2P1N/2QB2PP/1R4K1 b - - 0 16,13.0,-13.0,d5c7,quiet,25,0.037400,26.0,0
r1b1r1k1/4qp2/2p2n1p/1Pbpn1pP/p2N4/1PB1PP2/2PQN1P1/1K1R1B1R b - - 1 14,0.0,0.0,c6b5,capture,29,0.000000,0.0,0
r1b3k1/p3r1pp/1p6/2pn1N2/3p3b/3P1B1P/PPPB1PPq/R2K3R w - - 0 17,-467.0,362.0,f3d5,capture,26,0.825653,829.0,0
r1bk3r/2pnq3/1pBp1p2/p2Pp1n1/4Pb1p/P1N2Q1P/1PP2BP1/1K1R2NR w - - 10 14,176.0,63.0,c6a8,capture,30,0.143950,113.0,0
r3k3/pbpp1prp/4pq2/8/2P1P3/2N2N2/P1nPQP1P/5K1R w q - 1 12,-286.0,-392.0,h2h4,quiet,23,0.066816,106.0,0
4r1k1/2pq2p1/1p1p1p2/7r/p2N1B1P/2PQ2K1/P7/6R1 b - - 1 26,328.0,272.0,h5d5,quiet,18,0.041363,56.0,0
2rr2k1/2q1bp2/1nB1p1p1/pP5p/P2P1P2/2P3P1/1B2Q2P/R4R1K b - - 7 26,-279.0,-255.0,e7d6,quiet,24,0.020125,24.0,0
5r1k/1p6/2pB3p/2Pp2pN/p2P2n1/P7/1P2R3/2K5 b - - 0 45,-69.0,-80.0,f8f7,quiet,17,0.015123,11.0,0
2r3k1/5pp1/8/pr1p4/3PnP2/R3P1P1/1PP4P/2K1BR2 b - - 1 26,-76.0,-155.0,c8b8,quiet,19,0.101694,79.0,0
r4rk1/1p3pp1/2n5/1R2p3/pn2P2p/Nb1P1NqP/1P1QB1P1/5R1K w - - 2 18,97.0,36.0,b5b7,capture,25,0.084453,61.0,0
6k1/6p1/p6p/Pp3R1P/4p2R/4P1P1/1r1r1P2/5K2 b - - 1 31,189.0,8.0,b5b4,quiet,16,0.236489,181.0,0
8/8/8/p7/P1K1nk2/1P6/3p4/3R4 w - - 4 46,222.0,29.0,b3b4,quiet,8,0.240460,193.0,0
2k1rbnr/1b1p2q1/1ppP1p2/pN1B4/P7/2P2Q2/1P4PP/R1B2RK1 b - - 0 16,19.0,109.0,c6d5,capture,25,0.124596,90.0,0
1r1r1b2/5pk1/1pq1pn1p/p1p3p1/P1N5/N1PP2P1/1P2QP1P/3RR1K1 w - - 12 22,-53.0,19.0,a3b5,quiet,26,0.103003,72.0,0
2r2rk1/p2b2bp/2n1p3/2qp1pB1/8/P1P3P1/2N1PPBP/1R1Q1RK1 w - - 1 16,223.0,153.0,b1b7,quiet,25,0.076102,70.0,0
2r5/1kp5/p1R1p2r/Bp1P4/7b/P3P3/1P2K3/7R w - - 1 28,192.0,197.0,c6e6,capture,16,0.005340,5.0,0
r1bqkb1r/1pp5/p2p1n2/3Pnp1p/2P1p3/NP2P2R/PB1NBPP1/R2QK3 w Qkq - 3 9,28.0,4.0,a3c2,quiet,30,0.034452,24.0,0
r2qk2r/p3bpp1/3pbn1p/1pp1p3/3nP3/PP1PN1PP/1BPN1PB1/R2QK2R b KQ - 1 11,60.0,-30.0,b5b4,quiet,32,0.128565,90.0,0
2b5/8/5k2/2r3p1/3N1p1p/5P2/3R2PK/8 w - - 8 50,-107.0,-211.0,d2b2,quiet,11,0.121819,104.0,0
k1r5/P3Rp2/5q2/p6p/5B2/3Q4/6PK/8 b - - 0 47,-190.0,102.0,f6e7,capture,12,0.391796,292.0,0
8/8/1pn2pkP/2p1p3/P7/4BP2/6K1/8 w - - 1 48,-1.0,-80.0,f3f4,quiet,11,0.111698,79.0,0
rb4k1/2p4p/2p1q3/P1PpP1p1/Q2P1p2/P1B5/6PP/5R1K b - - 0 27,-128.0,-122.0,e6g6,quiet,21,0.007607,6.0,0
r4rk1/p2p1pp1/1p1P3p/2p1P3/2Pn1P1q/8/PP1Q3P/2KR1B1R w - - 1 13,145.0,79.0,b2b3,quiet,24,0.085575,66.0,0
r4rk1/1pp2ppp/2n2q2/p2p4/8/1PbQP1PP/PBP5/2KR1B2 w - - 0 14,-352.0,-215.0,b2c3,capture,24,0.108375,137.0,0
1r5r/p2b1kp1/B7/2R4p/3B1bp1/8/P4P1P/4R1K1 b - - 4 22,-47.0,12.0,h8e8,quiet,17,0.084491,59.0,0
1r5k/p7/6B1/2ppp2P/7B/5r2/P7/6RK w - - 2 34,161.0,-18.0,h4g3,quiet,13,0.242305,179.0,0
3b2k1/1p4q1/3Q4/pN1p2p1/Pn1P4/5P2/1P3B2/6K1 b - - 8 37,118.0,-82.0,d8f6,quiet,16,0.279438,200.0,0
1k1r3r/p2q2p1/bp1pp2p/1N1p4/P4P2/1P6/2PPQ2P/1K1R3B b - - 0 17,192.0,239.0,h8f8,quiet,23,0.047074,47.0,0
r1b2rk1/2q2np1/p2p1nR1/1p2p3/3PP3/4QN2/PPN2P2/2KR1B2 w - - 1 17,192.0,134.0,d4e5,capture,24,0.067424,58.0,0
4r1k1/3r1pp1/1q5p/3Pp3/p7/1P1Q1PP1/P4RKP/3R4 w - - 0 32,69.0,140.0,b3a4,capture,19,0.093222,71.0,0
8/4b3/1pk5/8/1P3n2/N1P5/2K5/8 w - - 7 50,-256.0,-277.0,c2b3,quiet,8,0.017642,21.0,0
r1b1k3/2p2rp1/p3p2p/4np2/4n3/BP1B3P/P4PP1/3RK2R w Kq - 0 15,-178.0,-266.0,d3c2,quiet,22,0.086307,88.0,0
2r1kb1r/p3pppp/p1pp4/6qP/3N4/1P2PQ2/P1PN2P1/4K2R w Kk - 2 16,-114.0,-189.0,d4c6,capture,24,0.089585,75.0,0
8/5p2/4k1b1/1P2n3/8/P1K1N3/8/8 w - - 3 37,-179.0,-155.0,a3a4,quiet,8,0.027640,24.0,0
r1b2kr1/pp3p1p/8/5p2/5q2/1P2p3/P3Q1R1/5RK1 b - - 2 24,645.0,718.0,g8g2,capture,17,0.008045,73.0,0
r4rk1/p3nbpp/1p1q1p2/2p5/3pP3/P2N2RN/1PP1Q1PP/1K5R b - - 5 18,-60.0,88.0,c5c4,quiet,25,0.209500,148.0,0
5kn1/p2r4/1p2p1pp/1P3p2/2PP4/3P3P/n1KB1P1P/5B1R b - - 2 20,-188.0,-318.0,f8f7,quiet,21,0.114915,130.0,0
2r1k2r/3p2p1/p3ppb1/Q7/2PNPbpP/1R6/P5P1/R5K1 w k - 0 22,376.0,437.0,a5a6,capture,21,0.028217,61.0,0
r5kr/2qb1pp1/2pb1n2/1p1p2Bp/p2P4/2NB1Q2/2P2PPP/1R2R1K1 w - - 0 16,-70.0,-41.0,g5f6,capture,26,0.040665,29.0,0
rn1qk2r/p1p5/1p2p1pp/3b1p2/P1pPnP2/2B1PN2/1P2B1PP/R2Q1RK1 b kq - 3 10,-14.0,-45.0,h6h5,quiet,29,0.044264,31.0,0
4R3/kpn5/pN3r1n/P1KP4/5p2/5P1B/1P6/8 w - - 14 56,516.0,539.0,e8c8,quiet,15,0.005790,23.0,0
1Rnr2k1/1R3bp1/p4r2/q4p1p/P1p2QnP/2p2BP1/P3P3/2B2NK1 w - - 0 27,23.0,-42.0,f4c7,quiet,25,0.093202,65.0,0
1rq1kb1r/p3pppp/3p4/2n5/N2N4/6PP/1PP1PPK1/R2Q1R2 b k - 0 11,20.0,23.0,c5a4,capture,24,0.004301,3.0,0
3rb3/1p4k1/2n1Bn1p/p3p1p1/3pP3/1P3N1P/P4PP1/2B1R1K1 w - - 3 23,322.0,87.0,e6c4,quiet,22,0.241897,235.0,0
r5k1/5p2/2p3p1/p1B5/4P2p/5B1P/Nr3PP1/2R3K1 b - - 0 28,-208.0,-203.0,b2a2,capture,17,0.005167,5.0,0
8/8/1P6/3NR3/6pk/1r4p1/6K1/8 w - - 1 49,334.0,276.0,e5e2,quiet,8,0.041990,58.0,0
5k2/R7/3r4/5KP1/8/p7/8/8 b - - 9 50,-26.0,-131.0,d6d3,quiet,6,0.142723,105.0,0
r2qk1r1/pb3pbp/1p2p2p/2p4Q/1nPP1PPP/P1NP3R/1P2N3/2KR1B2 b q - 0 10,6.0,-40.0,c5d4,capture,29,0.065945,46.0,0
2kr4/pp1b3p/1q1b1Qn1/3pp3/5p2/N1PB4/PP4PP/R1B2R1K w - - 4 16,412.0,299.0,d3g6,capture,24,0.066360,113.0,0
r1b1k1nr/ppp2p2/n1q3p1/4P3/1bP5/3PPN2/P3K1Bp/R1BQ3R w kq - 0 12,-187.0,-260.0,e2f1,quiet,26,0.071256,73.0,0
2nk3r/3b1p2/2p3p1/1prp2Pp/3N1K1P/3B1P2/3R4/R7 b - - 1 36,234.0,227.0,c8b6,quiet,19,0.006677,7.0,0
r6r/p3nkp1/4Np2/n7/Pp5p/1P6/1BP1B1PP/1K1R1R2 w - - 8 27,518.0,496.0,e6g5,quiet,21,0.006160,22.0,0
8/4pk2/1r3p1p/3RP1pP/6P1/5P2/4PK2/8 w - - 1 30,174.0,188.0,e5f6,capture,13,0.015535,14.0,0
3k4/7p/rp1P1p2/1R6/4p3/bB2P2P/1r6/K2R4 w - - 1 31,92.0,-73.0,d6d7,quiet,15,0.232925,165.0,0
8/4k3/8/7r/5p2/8/5K2/R7 w - - 2 72,-147.0,-58.0,f2f3,quiet,5,0.117068,89.0,0
8/2B2k2/5n2/6R1/3N4/1P1n2P1/P5K1/4r3 b - - 2 28,-319.0,-328.0,e1e4,quiet,11,0.006029,9.0,0
2kr4/1pp1bp2/6p1/pR2P3/7p/P4q2/2Q2P1K/6R1 b - - 1 28,565.0,356.0,d8d3,quiet,17,0.076882,209.0,0
r1r3k1/5pp1/1Rn2n1p/1Nppbq2/5P2/3P4/1P4BP/2BQ1RK1 b - - 0 20,42.0,71.0,e5d4,quiet,23,0.040628,29.0,0
r1br2k1/1p3pb1/q6p/P2nNp2/3p4/6P1/1Q1B1PBP/R3R1K1 w - - 0 29,53.0,52.0,b2d4,capture,23,0.001407,1.0,0
8/k7/2b5/1p4P1/p2R4/4R3/6r1/4K3 w - - 4 47,75.0,71.0,d4d6,quiet,9,0.005510,4.0,0
3qk2r/r3npp1/2n2b2/1B1N3p/1P2p3/P3P2P/1B3P1P/R2QK2R b Qk - 0 12,-126.0,51.0,f6b2,capture,24,0.246648,177.0,0
1r6/8/B7/6R1/3k4/4n2P/5p2/7K w - - 1 50,-135.0,-211.0,h3h4,quiet,8,0.086055,76.0,0
rq2k2r/p2b1ppp/n7/1Nb5/2P1P2P/8/PP4P1/R1BQKB1R b KQkq - 0 14,-4.0,254.0,b8g3,quiet,24,0.317616,258.0,0
3rr1k1/p4pp1/3n3p/2N5/1P6/P4Q1P/2q2PP1/3R1BK1 w - - 2 28,10.0,59.0,f1d3,quiet,19,0.069714,49.0,0
